% Relation generated from XXXXXXL1 2.xls
@relation XXXXXXL1 2

@attribute ID numeric
@attribute status_pozyczki numeric
@attribute kwota_kredytu numeric
@attribute wiek numeric
@attribute płeć numeric
@attribute rodzaj_źródła_dochodu numeric
@attribute miesieczny_dochod_netto numeric
@attribute ktore_rolowanie numeric
@attribute okres_w_jakim_pobierał_dochód numeric
@attribute okres_w_jakim_będzie_pobierał_dochód numeric
@attribute opóźnienie_spłaty numeric

@data
1115,'splacona_cz','300.0','63','kobieta','13','917.0','2','76','48','0'
1116,'splacona_cz','216.24','45','kobieta','11','1344.9','3','46','48','0'
1117,'splacona_cz','1000.0','41','kobieta','98','6000.0','0','17','48','0'
1118,'splacona_cz','400.0','62','mężczyzna','16','1313.41','4','28','48','4'
1119,'odmowa','1000.0','39','kobieta','11','2200.0','0','204','48','0'
1120,'splacona_cz','200.0','73','kobieta','13','866.46','1','195','48','0'
1121,'splacona_cz','400.0','54','kobieta','11','2800.0','4','60','48','1'
1122,'splacona_cz','495.15','38','mężczyzna','11','2470.0','1','66','48','2'
1123,'splacona','600.0','46','mężczyzna','11','2000.0','0','51','48','0'
1124,'splacona','350.0','61','mężczyzna','13','1503.0','0','166','48','12'
1125,'splacona_cz','235.97','65','mężczyzna','12','1100.0','4','22','14','5'
1126,'splacona','600.0','68','kobieta','13','2120.0','4','119','48','0'
1127,'splacona_cz','500.0','70','kobieta','13','1200.0','4','119','48','9'
1128,'splacona_cz','460.0','65','kobieta','13','1013.74','4','113','48','2'
1129,'odmowa','300.0','67','kobieta','13','781.21','0','45','48','0'
1130,'splacona_cz','400.0','58','kobieta','11','1500.0','3','85','48','3'
1131,'odmowa','300.0','76','mężczyzna','13','1580.0','0','132','48','0'
1132,'splacona_cz','350.0','56','kobieta','17','547.89','1','56','2','4'
1133,'splacona_cz','300.0','66','kobieta','13','1031.0','0','121','48','0'
1134,'splacona_cz','700.0','65','kobieta','13','930.0','5','131','48','3'
1135,'splacona','600.0','51','mężczyzna','12','2673.17','4','112','48','3'
1136,'splacona_cz','670.0','63','kobieta','13','930.0','1','94','48','3'
1137,'splacona_cz','400.0','62','kobieta','13','714.0','5','222','48','0'
1138,'splacona_cz','400.0','64','kobieta','13','840.0','2','113','48','0'
1139,'odmowa','400.0','57','kobieta','13','1134.0','0','60','48','0'
1140,'splacona_cz','423.23','31','mężczyzna','11','2700.0','4','15','48','2'
1141,'splacona_cz','200.0','55','kobieta','12','1350.0','4','22','2','3'
1142,'windykacja','300.0','55','kobieta','12','1009.34','3','29','38','5285'
1143,'odmowa','500.0','29','mężczyzna','12','1204.0','0','8','10','0'
1144,'splacona','200.0','65','mężczyzna','13','1611.0','2','141','48','0'
1145,'splacona_cz','500.0','49','kobieta','11','2500.0','0','233','48','0'
1146,'windykacja_sp','600.0','29','mężczyzna','12','1300.0','4','27','14','315'
1147,'windykacja','300.0','54','mężczyzna','17','798.8','4','149','1','5285'
1148,'splacona_cz','1000.0','60','kobieta','11','2670.0','4','88','48','29'
1149,'splacona_cz','300.0','70','kobieta','13','1000.0','1','64','48','0'
1150,'windykacja_sp','300.0','49','mężczyzna','12','1042.0','1','5','6','351'
1151,'splacona_cz','300.0','39','kobieta','12','1027.0','4','9','48','3'
1152,'splacona','250.0','45','kobieta','11','3000.0','4','93','48','3'
1153,'splacona_cz','300.0','35','kobieta','12','1200.0','4','9','5','5'
1154,'splacona_cz','400.0','66','kobieta','13','1137.19','4','96','48','5'
1155,'odmowa','300.0','34','kobieta','12','1100.0','0','3','0','0'
1156,'splacona_cz','300.0','68','kobieta','13','1027.0','0','192','48','0'
1157,'splacona','200.0','65','kobieta','13','802.83','4','201','48','1'
1158,'splacona','400.0','77','kobieta','13','1239.0','4','270','48','5'
1159,'splacona_cz','200.0','67','kobieta','13','720.19','2','93','48','1'
1160,'splacona','500.0','61','mężczyzna','11','2250.05','2','176','48','380'
1161,'splacona_cz','400.0','47','mężczyzna','12','600.0','5','9','18','1'
1162,'splacona_cz','300.0','44','mężczyzna','11','3300.0','1','237','48','0'
1163,'splacona','300.0','75','mężczyzna','13','1150.0','0','138','48','16'
1164,'splacona_cz','265.58','62','kobieta','13','1189.0','4','70','48','1'
1165,'splacona_cz','417.8','47','mężczyzna','12','1574.45','3','31','4','0'
1166,'splacona_cz','500.0','53','mężczyzna','11','1320.0','4','342','48','1'
1167,'splacona','400.0','47','kobieta','11','3170.0','4','285','48','189'
1168,'splacona_cz','357.31','40','mężczyzna','11','1261.98','4','36','48','5'
1169,'splacona_cz','350.0','61','mężczyzna','16','837.0','3','231','48','0'
1170,'splacona_cz','900.0','58','kobieta','17','684.0','4','190','19','0'
1171,'odmowa','500.0','47','mężczyzna','12','1000.0','0','1','10','0'
1172,'splacona_cz','606.35','52','mężczyzna','11','3200.0','4','189','48','0'
1173,'splacona_cz','400.0','62','kobieta','13','1474.55','3','65','48','1'
1174,'odmowa','200.0','31','mężczyzna','11','1195.0','0','78','48','0'
1175,'splacona_cz','500.0','73','kobieta','13','951.0','4','162','48','5'
1176,'splacona_cz','400.0','40','kobieta','12','660.0','4','12','26','5'
1177,'splacona_cz','400.0','54','kobieta','16','1045.6','5','12','48','1'
1178,'splacona_cz','600.0','54','kobieta','12','1675.0','4','9','2','0'
1179,'odmowa','300.0','36','mężczyzna','98','1220.0','0','4','48','0'
1180,'splacona_cz','1000.0','47','kobieta','11','5800.0','4','54','48','1'
1181,'splacona','1000.0','57','mężczyzna','13','3600.0','3','86','48','0'
1182,'splacona_cz','200.0','63','kobieta','16','1600.0','0','24','48','0'
1183,'splacona_cz','300.0','33','mężczyzna','11','1800.0','4','165','48','0'
1184,'splacona','300.0','25','mężczyzna','12','1400.0','3','12','20','15'
1185,'splacona_cz','400.0','57','kobieta','13','1817.24','3','18','48','0'
1186,'odmowa','300.0','57','mężczyzna','11','1047.0','0','3','48','0'
1187,'splacona_cz','200.0','53','kobieta','16','1740.0','1','114','48','0'
1188,'splacona_cz','500.0','72','kobieta','13','640.0','1','139','48','4'
1189,'splacona_cz','200.0','75','kobieta','13','965.0','4','245','48','13'
1190,'splacona_cz','600.0','39','kobieta','11','1800.0','0','52','48','12'
1191,'odmowa','300.0','66','mężczyzna','16','634.64','0','69','48','0'
1192,'splacona_cz','500.0','60','kobieta','13','1212.0','4','54','48','0'
1193,'odmowa','500.0','23','mężczyzna','12','1300.0','0','0','2','0'
1194,'splacona_cz','367.31','61','kobieta','13','1684.0','4','20','48','8'
1195,'splacona','407.1','64','mężczyzna','13','2010.0','0','138','48','0'
1196,'splacona','327.0','52','kobieta','11','2065.98','4','179','48','19'
1197,'splacona_cz','500.0','60','kobieta','13','1000.0','4','68','48','4'
1198,'splacona_cz','449.33','38','kobieta','11','2927.0','3','201','48','2'
1199,'odmowa','200.0','41','kobieta','12','780.0','0','1','2','0'
1200,'splacona','200.0','23','mężczyzna','11','1400.0','0','25','48','0'
1201,'splacona','496.83','31','kobieta','11','1600.0','4','14','48','48'
1202,'splacona_cz','200.0','69','kobieta','16','959.6','4','115','48','0'
1203,'odmowa','500.0','49','mężczyzna','11','1031.0','0','3','48','0'
1204,'splacona_cz','400.0','61','kobieta','13','1170.0','3','78','48','0'
1205,'splacona_cz','200.0','56','kobieta','11','1172.2','4','37','48','2'
1206,'splacona','321.21','65','kobieta','16','892.0','3','201','48','0'
1207,'splacona','1070.0','80','kobieta','13','2421.55','1','245','48','0'
1208,'splacona_cz','250.0','54','kobieta','17','864.6','0','2','5','2'
1209,'splacona_cz','300.0','62','kobieta','13','1130.0','4','103','48','3'
1210,'splacona','200.0','46','kobieta','12','990.34','3','56','16','3'
1211,'windykacja','1075.62','42','mężczyzna','11','2875.71','4','278','48','5280'
1212,'splacona_cz','286.94','52','kobieta','12','1050.0','3','34','2','2'
1213,'splacona_cz','300.0','61','kobieta','13','997.0','4','79','48','0'
1214,'splacona','200.0','66','kobieta','13','1428.55','4','137','48','4'
1215,'splacona_cz','693.7','38','kobieta','11','1900.0','0','208','48','0'
1216,'splacona_cz','300.0','77','kobieta','13','1300.0','1','193','48','0'
1217,'splacona_cz','200.0','72','kobieta','13','730.0','3','561','48','3'
1218,'splacona','600.0','65','mężczyzna','13','1217.0','1','51','48','0'
1219,'splacona_cz','426.61','49','kobieta','11','2470.0','5','354','48','2'
1220,'splacona','200.0','52','kobieta','99','598.0','1','3','3','3'
1221,'splacona_cz','300.0','54','mężczyzna','11','1700.0','4','39','48','4'
1222,'splacona_cz','400.0','58','kobieta','16','1589.0','0','27','48','3'
1223,'splacona','500.0','57','kobieta','13','1530.0','0','25','48','0'
1224,'splacona_cz','400.0','53','mężczyzna','11','4000.0','5','10','48','3'
1225,'splacona_cz','200.0','20','mężczyzna','17','985.0','5','13','4','4'
1226,'splacona_cz','500.0','70','kobieta','13','729.03','5','257','48','0'
1227,'splacona_cz','300.0','57','kobieta','13','611.0','3','139','48','1'
1228,'splacona_cz','300.0','60','mężczyzna','11','3000.0','5','212','48','3'
1229,'splacona_cz','600.0','32','kobieta','11','1290.0','4','19','48','0'
1230,'splacona','297.69','63','kobieta','13','1014.0','0','183','48','9'
1231,'splacona_cz','600.0','47','kobieta','12','830.46','3','45','26','4'
1232,'splacona_cz','300.0','64','kobieta','16','1132.0','1','97','48','0'
1233,'splacona_cz','200.0','75','kobieta','13','616.0','4','246','48','0'
1234,'odmowa','200.0','34','kobieta','16','793.89','0','203','48','0'
1235,'splacona_cz','300.0','21','mężczyzna','12','952.89','0','23','3','0'
1236,'splacona_cz','300.0','49','mężczyzna','13','3900.0','5','30','48','0'
1237,'splacona_cz','300.0','65','kobieta','13','1350.0','3','111','48','0'
1238,'splacona','200.0','31','mężczyzna','98','2000.0','0','14','48','0'
1239,'splacona_cz','500.0','60','kobieta','13','936.0','2','31','48','0'
1240,'splacona','388.45','43','mężczyzna','98','3178.0','0','201','48','11'
1241,'splacona','371.01','44','mężczyzna','12','1952.35','4','4','7','0'
1242,'splacona_cz','300.0','57','kobieta','11','1680.0','4','385','48','2'
1243,'splacona_cz','600.0','49','kobieta','11','2800.0','4','319','48','0'
1244,'splacona','783.61','63','kobieta','13','860.0','1','80','48','9'
1245,'splacona','800.0','60','mężczyzna','11','1000.0','4','63','48','0'
1246,'splacona_cz','400.0','56','mężczyzna','11','1842.86','3','8','48','1'
1247,'splacona_cz','300.0','65','kobieta','13','1210.0','0','138','48','2'
1248,'splacona','500.0','63','kobieta','13','2051.0','1','138','48','0'
1249,'splacona_cz','200.0','24','mężczyzna','12','1000.0','5','12','13','1'
1250,'splacona_cz','200.0','74','kobieta','13','1026.0','5','247','48','1'
1251,'splacona_cz','250.0','51','kobieta','11','1700.0','4','306','48','5'
1252,'splacona_cz','600.0','41','kobieta','98','5000.0','0','84','48','1'
1253,'splacona','200.0','55','kobieta','11','1077.0','1','183','48','0'
1254,'splacona','300.0','45','mężczyzna','12','1375.47','2','7','1','0'
1255,'splacona_cz','600.0','55','mężczyzna','16','588.0','1','422','48','8'
1256,'splacona_cz','1000.0','73','kobieta','13','2100.0','4','55','48','20'
1257,'splacona_cz','200.0','52','kobieta','16','685.0','0','41','48','0'
1258,'splacona_cz','300.0','58','kobieta','13','1240.0','1','70','48','0'
1259,'splacona_cz','400.0','61','kobieta','13','1090.14','4','75','48','0'
1260,'splacona','300.0','48','kobieta','11','1077.49','4','372','48','9'
1261,'splacona_cz','200.0','57','mężczyzna','13','12220.0','3','71','48','3'
1262,'splacona_cz','200.0','68','kobieta','13','1134.96','1','161','48','1'
1263,'odmowa','400.0','46','kobieta','11','1333.0','0','4','48','0'
1264,'splacona_cz','300.0','42','kobieta','11','1286.16','1','117','48','0'
1265,'splacona','200.0','63','kobieta','16','1389.0','4','91','48','0'
1266,'splacona_cz','800.0','57','mężczyzna','12','2500.0','3','5','5','0'
1267,'splacona_cz','378.91','70','kobieta','13','1291.18','5','79','48','0'
1268,'splacona_cz','200.0','25','kobieta','17','1200.0','5','165','15','5'
1269,'splacona_cz','400.0','54','kobieta','12','1700.0','5','55','0','0'
1270,'odmowa','800.0','29','mężczyzna','99','2200.33','0','2','0','0'
1271,'splacona','200.0','53','kobieta','11','1700.0','5','205','48','2'
1272,'splacona_cz','400.0','30','mężczyzna','11','2700.0','0','64','48','5'
1273,'splacona_cz','500.0','72','mężczyzna','13','1700.0','4','14','48','0'
1274,'odmowa','200.0','59','kobieta','16','639.31','0','417','48','0'
1275,'splacona_cz','600.0','47','kobieta','11','1700.0','4','89','48','6'
1276,'splacona_cz','300.0','71','mężczyzna','13','1295.37','0','307','48','0'
1277,'odmowa','300.0','61','kobieta','13','1390.98','0','73','48','0'
1278,'splacona','300.0','49','mężczyzna','11','1400.0','0','14','48','9'
1279,'splacona','300.0','53','mężczyzna','11','1300.0','0','452','48','0'
1280,'splacona','200.0','30','kobieta','11','1373.34','2','58','48','270'
1281,'splacona','200.0','57','kobieta','16','703.0','4','26','48','0'
1282,'splacona','1000.0','42','mężczyzna','11','2258.0','5','75','48','4'
1283,'odmowa','300.0','66','mężczyzna','13','1131.5','0','20','48','0'
1284,'splacona_cz','200.0','66','kobieta','13','910.0','5','70','48','0'
1285,'splacona_cz','200.0','26','kobieta','12','1100.0','1','15','2','4'
1286,'windykacja_sp','700.0','37','mężczyzna','12','3000.0','0','8','2','20'
1287,'splacona_cz','200.0','53','mężczyzna','11','2094.17','1','241','48','0'
1288,'splacona','300.0','35','kobieta','11','2899.34','1','121','48','0'
1289,'splacona_cz','200.0','71','kobieta','13','722.05','4','197','48','0'
1290,'splacona_cz','515.96','58','kobieta','13','1801.41','0','38','48','6'
1291,'splacona_cz','1000.0','61','kobieta','13','1820.0','0','69','48','0'
1292,'odmowa','200.0','61','kobieta','13','855.0','0','84','48','0'
1293,'splacona_cz','400.0','72','mężczyzna','13','1870.0','0','85','48','0'
1294,'splacona_cz','500.0','58','mężczyzna','16','1770.0','5','89','48','0'
1295,'windykacja','200.0','41','kobieta','11','1037.34','0','62','48','5274'
1296,'windykacja_sp','397.31','60','kobieta','13','1149.06','0','161','48','263'
1297,'splacona_cz','400.0','66','kobieta','13','850.0','4','67','48','3'
1298,'splacona_cz','200.0','29','mężczyzna','99','1393.85','3','5','0','4'
1299,'splacona','300.0','21','mężczyzna','12','1500.0','0','6','2','0'
1300,'splacona','200.0','66','kobieta','13','1216.0','5','141','48','75'
1301,'splacona','300.0','48','kobieta','98','1357.0','0','1','48','0'
1302,'splacona_cz','300.0','50','mężczyzna','12','1000.0','2','43','19','0'
1303,'splacona_cz','300.0','78','kobieta','13','1239.98','2','255','48','0'
1304,'splacona_cz','345.97','54','kobieta','11','1721.7','5','120','48','0'
1305,'splacona_cz','500.0','36','mężczyzna','11','3898.0','0','181','48','3'
1306,'odmowa','800.0','24','mężczyzna','11','1881.0','0','36','48','0'
1307,'splacona_cz','500.0','62','kobieta','13','1691.3','1','73','48','13'
1308,'odmowa','200.0','57','kobieta','16','1825.35','0','105','48','0'
1309,'splacona_cz','400.0','59','mężczyzna','13','3900.0','0','114','48','2'
1310,'splacona_cz','300.0','26','mężczyzna','11','1459.0','2','9','48','7'
1311,'splacona','200.0','46','mężczyzna','11','1566.82','1','349','48','0'
1312,'odmowa','300.0','39','kobieta','12','476.0','0','12','2','0'
1313,'splacona_cz','314.83','35','kobieta','11','2709.34','5','181','48','3'
1314,'splacona_cz','400.0','51','mężczyzna','11','1800.0','1','259','48','0'
1315,'windykacja','298.74','46','mężczyzna','13','1688.82','3','99','48','5271'
1316,'splacona_cz','200.0','72','kobieta','13','785.0','1','64','48','0'
1317,'splacona_cz','600.0','61','kobieta','13','1050.0','5','139','48','0'
1318,'splacona_cz','500.0','44','mężczyzna','12','1952.35','0','4','7','1'
1319,'splacona_cz','400.0','48','kobieta','11','980.0','0','200','48','0'
1320,'windykacja_sp','370.0','40','kobieta','11','1087.0','0','238','48','234'
1321,'splacona','200.0','62','kobieta','13','714.0','0','222','48','0'
1322,'windykacja','500.0','33','mężczyzna','11','2261.0','0','51','48','5271'
1323,'windykacja','500.0','35','kobieta','11','1792.0','0','62','48','5271'
1324,'splacona_cz','400.0','44','mężczyzna','12','1963.88','4','6','0','4'
1325,'splacona_cz','290.0','61','kobieta','13','1280.0','5','17','48','0'
1326,'splacona','250.0','38','kobieta','11','800.51','0','20','48','1'
1327,'splacona_cz','300.0','62','kobieta','13','1525.46','0','36','48','9'
1328,'odmowa','200.0','67','kobieta','13','757.1','0','198','48','0'
1329,'splacona_cz','300.0','45','mężczyzna','11','2100.0','0','50','48','0'
1330,'odmowa','1000.0','34','mężczyzna','11','3800.0','0','55','48','0'
1331,'splacona_cz','200.0','63','kobieta','16','1600.0','1','24','48','0'
1332,'splacona_cz','500.0','29','kobieta','12','1447.0','5','22','2','3'
1333,'splacona_cz','300.0','61','kobieta','13','2282.0','1','25','48','0'
1334,'splacona','399.72','54','kobieta','11','2368.57','3','410','48','15'
1335,'odmowa','400.0','58','mężczyzna','12','1106.03','0','17','9','0'
1336,'odmowa','200.0','61','kobieta','13','1212.0','0','199','48','0'
1337,'odmowa','400.0','66','kobieta','13','717.96','0','81','48','0'
1338,'splacona','200.0','70','kobieta','13','907.0','3','234','48','2'
1339,'splacona_cz','200.0','51','kobieta','11','932.34','5','395','48','0'
1340,'splacona_cz','300.0','60','kobieta','13','810.0','5','33','48','1'
1341,'splacona','200.0','40','kobieta','11','2505.0','1','164','48','0'
1342,'splacona_cz','200.0','47','kobieta','11','1493.98','4','361','48','0'
1343,'splacona_cz','400.0','56','kobieta','11','1730.13','3','193','48','0'
1344,'splacona','400.0','60','kobieta','13','1425.0','0','79','48','0'
1345,'splacona','200.0','73','mężczyzna','13','910.33','4','163','48','0'
1346,'splacona','300.0','74','mężczyzna','13','1180.0','0','140','48','0'
1347,'splacona','400.0','35','mężczyzna','98','1256.0','0','69','48','0'
1348,'splacona_cz','300.0','79','kobieta','13','1442.43','0','141','48','0'
1349,'splacona','200.0','56','kobieta','17','1100.0','3','27','6','2'
1350,'splacona_cz','400.0','52','kobieta','98','3000.0','1','85','48','0'
1351,'splacona_cz','700.0','37','kobieta','11','3178.76','0','121','48','0'
1352,'splacona_cz','700.0','32','kobieta','11','3100.0','0','121','48','0'
1353,'splacona_cz','400.0','75','kobieta','13','1900.0','1','121','48','1'
1354,'splacona','600.0','43','kobieta','11','1443.0','5','34','48','0'
1355,'splacona_cz','200.0','30','mężczyzna','12','1521.0','1','20','10','0'
1356,'windykacja_sp','400.0','59','kobieta','16','1090.0','0','77','48','294'
1357,'splacona_cz','500.0','56','mężczyzna','13','1900.0','5','150','48','0'
1358,'splacona_cz','200.0','27','mężczyzna','17','728.0','5','100','30','0'
1359,'splacona_cz','200.0','53','kobieta','12','984.34','4','18','2','6'
1360,'splacona','300.0','66','mężczyzna','13','2110.0','5','101','48','1'
1361,'odmowa','800.0','37','kobieta','11','1682.0','0','96','48','0'
1362,'odmowa','200.0','57','mężczyzna','12','1033.71','0','8','1','0'
1363,'splacona_cz','500.0','49','kobieta','11','1800.0','5','53','48','0'
1364,'odmowa','300.0','36','mężczyzna','12','990.59','0','74','46','0'
1365,'splacona_cz','300.0','67','mężczyzna','13','1573.0','0','89','48','12'
1366,'splacona_cz','200.0','53','kobieta','99','1100.0','2','52','1','1'
1367,'splacona_cz','349.66','64','mężczyzna','13','1601.87','1','45','48','1'
1368,'splacona_cz','300.0','57','kobieta','16','634.64','4','136','48','4'
1369,'splacona_cz','1000.0','33','kobieta','11','2200.0','0','37','48','0'
1370,'splacona','297.86','22','kobieta','12','1634.0','3','12','3','12'
1371,'windykacja_sp','500.0','73','mężczyzna','13','2112.0','0','98','48','322'
1372,'splacona_cz','800.0','61','kobieta','13','5100.0','0','28','48','0'
1373,'splacona_cz','250.0','57','kobieta','16','2100.0','0','39','48','4'
1374,'splacona','200.0','52','mężczyzna','12','1210.0','0','7','2','14'
1375,'splacona_cz','300.0','22','kobieta','12','1500.0','4','4','1','3'
1376,'splacona','300.0','26','kobieta','12','1300.0','4','8','4','4'
1377,'splacona_cz','200.0','60','kobieta','13','1026.0','4','55','48','3'
1378,'splacona_cz','700.0','59','kobieta','13','1400.0','0','246','48','0'
1379,'splacona_cz','500.0','74','kobieta','13','1536.0','0','36','48','4'
1380,'splacona_cz','395.77','63','kobieta','13','1668.0','5','91','48','1'
1381,'odmowa','300.0','66','kobieta','13','935.0','0','132','48','0'
1382,'splacona_cz','700.0','58','kobieta','13','1872.0','5','35','48','3'
1383,'splacona_cz','500.0','24','mężczyzna','11','2327.94','1','35','48','5'
1384,'splacona_cz','200.0','70','kobieta','13','865.0','5','128','48','1'
1385,'splacona_cz','500.0','35','kobieta','11','2400.0','4','113','48','3'
1386,'splacona_cz','300.0','49','kobieta','11','992.84','5','121','48','0'
1387,'splacona_cz','200.0','61','kobieta','13','992.96','1','12','48','0'
1388,'splacona_cz','300.0','30','mężczyzna','11','1000.0','5','57','48','0'
1389,'splacona_cz','300.0','54','kobieta','12','1000.0','0','45','24','0'
1390,'splacona_cz','300.0','46','kobieta','98','911.0','5','98','48','2'
1391,'splacona_cz','200.0','31','kobieta','12','1865.0','2','20','1','11'
1392,'splacona_cz','500.0','60','mężczyzna','11','2100.0','4','187','48','0'
1393,'splacona_cz','200.0','61','kobieta','13','984.0','0','11','48','0'
1394,'splacona_cz','200.0','57','kobieta','99','780.0','1','1','2','0'
1395,'splacona_cz','500.0','67','kobieta','13','815.0','0','144','48','7'
1396,'splacona_cz','400.0','35','mężczyzna','11','1058.0','0','14','48','0'
1397,'splacona','300.0','58','kobieta','13','1244.77','5','39','48','14'
1398,'splacona','416.61','52','mężczyzna','11','2011.0','0','211','48','0'
1399,'splacona_cz','300.0','46','kobieta','12','1038.68','1','21','5','0'
1400,'splacona','650.0','78','mężczyzna','13','1519.0','0','254','48','0'
1401,'splacona_cz','200.0','53','kobieta','16','749.28','5','65','48','3'
1402,'splacona_cz','399.66','39','kobieta','11','1239.05','2','204','48','8'
1403,'splacona_cz','347.63','61','mężczyzna','13','1500.0','5','23','48','7'
1404,'splacona_cz','479.15','61','mężczyzna','11','1250.0','0','65','48','4'
1405,'splacona_cz','292.57','54','mężczyzna','11','2100.0','2','38','48','2'
1406,'splacona_cz','300.0','79','kobieta','13','1167.94','0','369','48','1'
1407,'splacona_cz','275.97','41','kobieta','11','1000.0','0','61','48','4'
1408,'odmowa','500.0','36','mężczyzna','12','2100.0','0','6','26','0'
1409,'splacona_cz','500.0','50','kobieta','17','990.0','1','72','13','2'
1410,'splacona','200.0','39','mężczyzna','11','1300.0','5','45','48','0'
1411,'splacona','500.0','53','mężczyzna','11','2080.0','1','318','48','2'
1412,'splacona_cz','200.0','50','mężczyzna','16','1045.0','4','199','48','0'
1413,'splacona_cz','400.0','65','mężczyzna','16','1473.04','2','165','48','1'
1414,'splacona_cz','300.0','71','mężczyzna','13','1426.0','5','77','48','0'
1415,'splacona_cz','200.0','56','kobieta','98','980.0','4','10','48','0'
1416,'splacona_cz','299.28','52','kobieta','11','1400.0','1','161','48','0'
1417,'splacona','300.0','45','mężczyzna','12','670.0','5','9','2','0'
1418,'splacona_cz','300.0','46','mężczyzna','11','1360.0','1','120','48','0'
1419,'odmowa','400.0','41','mężczyzna','11','1850.0','0','30','48','0'
1420,'splacona_cz','200.0','26','mężczyzna','12','1100.0','0','33','26','0'
1421,'splacona_cz','200.0','31','kobieta','12','980.0','5','10','5','1'
1422,'splacona_cz','300.0','63','kobieta','13','1100.0','2','105','48','0'
1423,'splacona','200.0','48','kobieta','11','967.64','4','319','48','302'
1424,'splacona','300.0','48','mężczyzna','11','1600.0','0','342','48','10'
1425,'splacona_cz','400.0','50','kobieta','12','1000.0','5','32','2','2'
1426,'splacona_cz','400.0','60','mężczyzna','12','1000.0','5','12','2','2'
1427,'splacona_cz','582.0','62','kobieta','13','3700.0','5','27','48','0'
1428,'splacona_cz','600.0','51','kobieta','11','3200.0','5','54','48','6'
1429,'odmowa','900.0','27','mężczyzna','12','1428.0','0','2','1','0'
1430,'splacona','300.0','66','kobieta','13','1031.0','1','122','48','0'
1431,'splacona_cz','1000.0','69','kobieta','13','2291.0','2','72','48','28'
1432,'splacona_cz','700.0','61','kobieta','13','2066.0','5','130','48','3'
1433,'splacona_cz','500.0','61','kobieta','13','1310.0','1','79','48','0'
1434,'odmowa','700.0','19','mężczyzna','12','1036.0','0','5','4','0'
1435,'splacona_cz','200.0','63','mężczyzna','13','1287.66','4','97','48','0'
1436,'odmowa','500.0','27','mężczyzna','12','1428.0','0','2','1','0'
1437,'splacona_cz','286.39','59','kobieta','13','1658.0','5','30','48','3'
1438,'splacona_cz','200.0','58','kobieta','16','634.0','4','52','48','0'
1439,'splacona','600.0','33','kobieta','11','1540.0','2','40','48','4'
1440,'splacona_cz','200.0','54','kobieta','11','1400.0','5','118','48','1'
1441,'splacona_cz','200.0','63','kobieta','13','1233.0','4','124','48','0'
1442,'splacona','200.0','57','kobieta','11','983.97','3','79','48','10'
1443,'splacona_cz','250.0','42','kobieta','99','2290.55','2','19','1','0'
1444,'splacona_cz','286.13','46','kobieta','12','1032.0','5','39','1','0'
1445,'splacona','200.0','73','kobieta','13','866.46','2','196','48','4'
1446,'splacona_cz','200.0','37','kobieta','12','599.03','4','20','1','8'
1447,'splacona_cz','700.0','61','kobieta','13','1977.0','3','56','48','18'
1448,'splacona_cz','200.0','65','kobieta','13','670.0','1','67','48','7'
1449,'odmowa','200.0','58','kobieta','13','976.76','0','41','48','0'
1450,'odmowa','600.0','64','mężczyzna','16','533.37','0','102','48','0'
1451,'splacona_cz','200.0','68','kobieta','13','803.86','5','159','48','0'
1452,'splacona_cz','300.0','71','mężczyzna','13','562.0','1','82','48','5'
1453,'splacona','200.0','74','kobieta','13','1026.0','5','248','48','0'
1454,'splacona_cz','300.0','46','kobieta','11','900.0','5','94','48','2'
1455,'splacona_cz','800.0','55','kobieta','13','3440.0','5','52','48','2'
1456,'splacona','300.0','50','mężczyzna','16','2150.0','0','82','48','0'
1457,'splacona_cz','400.0','60','kobieta','13','1500.0','1','61','48','0'
1458,'splacona','200.0','58','kobieta','13','1083.23','0','98','48','3'
1459,'odmowa','500.0','44','mężczyzna','11','1700.0','0','310','48','0'
1460,'splacona_cz','300.0','77','kobieta','13','1300.0','2','194','48','0'
1461,'odmowa','500.0','31','mężczyzna','99','1807.0','0','0','11','0'
1462,'splacona_cz','500.0','62','kobieta','13','962.0','1','66','48','12'
1463,'splacona_cz','300.0','55','kobieta','11','2800.0','0','10','48','0'
1464,'odmowa','1000.0','28','mężczyzna','11','1629.0','0','50','48','0'
1465,'splacona_cz','465.37','35','kobieta','98','4000.0','5','20','48','9'
1466,'splacona_cz','500.0','35','mężczyzna','11','1850.0','0','56','48','3'
1467,'splacona_cz','600.0','55','kobieta','16','2300.0','6','64','48','0'
1468,'splacona_cz','600.0','27','kobieta','11','2100.0','0','24','48','0'
1469,'splacona_cz','1000.0','41','kobieta','98','6000.0','1','18','48','0'
1470,'splacona','300.0','70','mężczyzna','13','1420.0','1','54','48','0'
1471,'splacona_cz','200.0','45','kobieta','11','1344.9','4','47','48','2'
1472,'splacona','200.56','60','kobieta','13','1107.0','0','16','48','0'
1473,'splacona_cz','300.0','71','mężczyzna','13','1772.53','2','281','48','2'
1474,'splacona_cz','400.0','34','kobieta','11','980.11','2','46','48','8'
1475,'splacona_cz','622.85','65','mężczyzna','13','3040.0','1','202','48','0'
1476,'splacona_cz','300.0','70','kobieta','16','1235.0','0','34','48','0'
1477,'splacona_cz','300.0','62','mężczyzna','15','1100.79','0','91','48','0'
1478,'splacona_cz','200.0','62','mężczyzna','13','1162.0','5','222','48','0'
1479,'splacona_cz','200.0','60','kobieta','13','1635.0','5','121','48','0'
